transaction_id,account_id,transaction_date,transaction_time,transaction_datetime,transaction_type,amount,description,merchant_name,merchant_category,merchant_id,channel,status,location,reference_number,transaction_category,is_fraudulent,created_at
TXN900008452,ACC5000188,2024-12-23,20:08:00,2024-12-23 20:08:00,PAYMENT,185.13,Utility Bill,"Cook, Jones and Krause",Travel,MER89325,Mobile,Completed,"Langview, WV",REF704270502,Expense,False,2025-12-07 14:55:42.101292
TXN900006940,ACC5000153,2024-12-24,07:24:00,2024-12-24 07:24:00,PAYMENT,80.12,Mortgage Payment,"Fitzgerald, Lopez and Hayden",Groceries,MER98436,ATM,Completed,"North Valerie, NV",REF185909132,Expense,False,2025-12-07 14:55:41.780835
TXN900009797,ACC5000220,2024-12-24,08:18:00,2024-12-24 08:18:00,PAYMENT,199.06,Credit Card Payment,Martinez-Rodriguez,Gas/Automotive,MER55453,Phone,Completed,"Stevenburgh, AK",REF585184907,Expense,False,2025-12-07 14:55:42.385032
TXN900009008,ACC5000202,2024-12-24,09:40:00,2024-12-24 09:40:00,WITHDRAWAL,64.62,Teller Withdrawal,Mcintyre-Hull,Travel,MER56056,ATM,Completed,Online,REF131985809,Cash,False,2025-12-07 14:55:42.218824
TXN900001338,ACC5000033,2024-12-24,09:43:00,2024-12-24 09:43:00,WITHDRAWAL,207.65,ATM Withdrawal,Jones Ltd,Transportation,MER16903,Mobile,Completed,Online,REF292569534,Cash,False,2025-12-07 14:55:40.557675
TXN900002839,ACC5000067,2024-12-24,09:54:00,2024-12-24 09:54:00,WITHDRAWAL,122.46,Teller Withdrawal,Floyd-Kelly,Utilities,MER14250,Online,Completed,"West Gregoryborough, ND",REF816182084,Cash,False,2025-12-07 14:55:40.892156
TXN900001918,ACC5000045,2024-12-24,09:56:00,2024-12-24 09:56:00,DEPOSIT,4908.22,Dividend,,,,ATM,Completed,"North Charleschester, AK",REF903617229,Income,False,2025-12-07 14:55:40.687309
TXN900010245,ACC5000227,2024-12-24,10:09:00,2024-12-24 10:09:00,DEPOSIT,4345.48,Interest Payment,,,,Phone,Completed,Online,REF184754106,Income,False,2025-12-07 14:55:42.482333
TXN900003252,ACC5000075,2024-12-24,10:39:00,2024-12-24 10:39:00,WITHDRAWAL,205.82,Cash Withdrawal,Contreras-Howard,Groceries,MER32372,ATM,Completed,"Lake Amanda, AR",REF996952545,Cash,False,2025-12-07 14:55:40.977728
TXN900003228,ACC5000075,2024-12-24,11:02:00,2024-12-24 11:02:00,DEPOSIT,857.96,Interest Payment,,,,ATM,Completed,Online,REF307331729,Income,False,2025-12-07 14:55:40.972634
TXN900008217,ACC5000183,2024-12-24,11:41:00,2024-12-24 11:41:00,WITHDRAWAL,167.72,Cash Withdrawal,Jones Group,Utilities,MER61903,ATM,Completed,Online,REF845806690,Cash,False,2025-12-07 14:55:42.051964
TXN900006302,ACC5000138,2024-12-24,11:48:00,2024-12-24 11:48:00,PAYMENT,1165.09,Mortgage Payment,Hooper PLC,Entertainment,MER69475,Branch,Completed,Online,REF222662806,Expense,False,2025-12-07 14:55:41.640136
TXN900008416,ACC5000188,2024-12-24,11:53:00,2024-12-24 11:53:00,DEPOSIT,2223.01,Cash Deposit,,,,ATM,Completed,Online,REF868378762,Income,False,2025-12-07 14:55:42.093772
TXN900008975,ACC5000201,2024-12-24,12:15:00,2024-12-24 12:15:00,PAYMENT,360.08,Utility Bill,Kemp LLC,Gas/Automotive,MER72896,Mobile,Completed,"West Debramouth, CA",REF122216686,Expense,False,2025-12-07 14:55:42.211200
TXN900007158,ACC5000158,2024-12-24,12:20:00,2024-12-24 12:20:00,TRANSFER,5395.01,Fund Transfer,,,,Phone,Completed,Online,REF661929277,Transfer,False,2025-12-07 14:55:41.826163
TXN900004326,ACC5000101,2024-12-24,12:34:00,2024-12-24 12:34:00,DEPOSIT,96.4,Interest Payment,,,,Online,Completed,"Portermouth, NM",REF280590847,Income,False,2025-12-07 14:55:41.216371
TXN900007578,ACC5000165,2024-12-24,12:55:00,2024-12-24 12:55:00,WITHDRAWAL,238.61,Teller Withdrawal,Hull-Nelson,Travel,MER78519,Online,Completed,Online,REF140025052,Cash,False,2025-12-07 14:55:41.917403
TXN900000917,ACC5000020,2024-12-24,13:10:00,2024-12-24 13:10:00,WITHDRAWAL,1270.9,ATM Withdrawal,Fitzgerald-Dorsey,Gas/Automotive,MER28344,ATM,Completed,"West Elizabeth, MP",REF873430762,Cash,False,2025-12-07 14:55:40.462090
TXN900010158,ACC5000226,2024-12-24,13:12:00,2024-12-24 13:12:00,PAYMENT,220.08,Subscription,"Dixon, Smith and Wright",Restaurant,MER65556,Mobile,Completed,"West Sarahmouth, ND",REF485490570,Expense,False,2025-12-07 14:55:42.463256
TXN900008328,ACC5000184,2024-12-24,13:14:00,2024-12-24 13:14:00,WITHDRAWAL,317.83,Teller Withdrawal,"Banks, Robertson and Burnett",Insurance,MER16198,Online,Completed,Online,REF407645403,Cash,False,2025-12-07 14:55:42.075337
TXN900006673,ACC5000145,2024-12-24,13:18:00,2024-12-24 13:18:00,PAYMENT,412.95,Mortgage Payment,"Hall, Richardson and Hartman",Transportation,MER98694,ATM,Completed,"New Markmouth, AK",REF391099601,Expense,False,2025-12-07 14:55:41.722252
TXN900001272,ACC5000029,2024-12-24,13:23:00,2024-12-24 13:23:00,DEPOSIT,3578.82,Interest Payment,,,,ATM,Completed,"Lake Paulborough, VT",REF686645526,Income,False,2025-12-07 14:55:40.542398
TXN900000756,ACC5000016,2024-12-24,13:48:00,2024-12-24 13:48:00,DEPOSIT,188.37,Cash Deposit,,,,Online,Completed,"Port Toddchester, AZ",REF307405357,Income,False,2025-12-07 14:55:40.427784
TXN900006727,ACC5000146,2024-12-24,14:28:00,2024-12-24 14:28:00,WITHDRAWAL,79.99,ATM Withdrawal,Freeman Inc,Entertainment,MER65758,Mobile,Completed,"Ellisonchester, WV",REF813868911,Cash,False,2025-12-07 14:55:41.733938
TXN900008690,ACC5000194,2024-12-24,14:32:00,2024-12-24 14:32:00,WITHDRAWAL,262.34,Teller Withdrawal,Kelly-West,Transportation,MER12715,Mobile,Completed,Online,REF637851330,Cash,False,2025-12-07 14:55:42.152769
TXN900001192,ACC5000027,2024-12-24,14:40:00,2024-12-24 14:40:00,WITHDRAWAL,32.3,ATM Withdrawal,Howard-Robinson,Transportation,MER64293,Mobile,Completed,"Lake Amandamouth, UT",REF502838221,Cash,False,2025-12-07 14:55:40.523649
TXN900004036,ACC5000093,2024-12-24,14:47:00,2024-12-24 14:47:00,TRANSFER,1087.28,Account Transfer,,,,Mobile,Completed,"Port Sarah, VT",REF746271713,Transfer,False,2025-12-07 14:55:41.151793
TXN900000866,ACC5000018,2024-12-24,15:15:00,2024-12-24 15:15:00,TRANSFER,1162.29,Fund Transfer,,,,Mobile,Completed,"South Nancy, MP",REF341961866,Transfer,False,2025-12-07 14:55:40.451218
TXN900007754,ACC5000168,2024-12-24,15:42:00,2024-12-24 15:42:00,TRANSFER,891.26,Wire Transfer,,,,Online,Completed,Online,REF695348878,Transfer,False,2025-12-07 14:55:41.951563
TXN900001348,ACC5000033,2024-12-24,15:50:00,2024-12-24 15:50:00,WITHDRAWAL,476.39,Cash Withdrawal,"Hutchinson, Chapman and Roman",Online Retail,MER49834,Branch,Completed,Online,REF894113665,Cash,False,2025-12-07 14:55:40.559993
TXN900009636,ACC5000217,2024-12-24,15:53:00,2024-12-24 15:53:00,FEE,-50.0,Late Fee,,,,ATM,Completed,Online,REF306202347,Bank Fees,False,2025-12-07 14:55:42.351845
TXN900000090,ACC5000000,2024-12-24,15:55:00,2024-12-24 15:55:00,DEPOSIT,189.38,Check Deposit,,,,Online,Completed,Online,REF207918827,Income,False,2025-12-07 14:55:40.272102
TXN900009944,ACC5000223,2024-12-24,15:59:00,2024-12-24 15:59:00,FEE,-22.71,Late Fee,,,,Branch,Completed,"Russellmouth, WA",REF106718992,Bank Fees,False,2025-12-07 14:55:42.417035
TXN900003295,ACC5000076,2024-12-24,16:14:00,2024-12-24 16:14:00,DEPOSIT,391.34,Cash Deposit,,,,Mobile,Completed,Online,REF598448142,Income,False,2025-12-07 14:55:40.986949
TXN900003532,ACC5000081,2024-12-24,16:32:00,2024-12-24 16:32:00,WITHDRAWAL,3253.56,ATM Withdrawal,"Thompson, Marshall and Aguirre",Gas/Automotive,MER85400,Online,Completed,"West Jacobland, WA",REF118838880,Cash,False,2025-12-07 14:55:41.040818
TXN900004853,ACC5000111,2024-12-24,16:45:00,2024-12-24 16:45:00,TRANSFER,607.73,Fund Transfer,,,,ATM,Completed,"Angelbury, GU",REF826306463,Transfer,False,2025-12-07 14:55:41.327736
TXN900000696,ACC5000013,2024-12-24,16:51:00,2024-12-24 16:51:00,DEPOSIT,12279.71,Dividend,,,,Mobile,Completed,"Port Stacey, SD",REF844439496,Income,False,2025-12-07 14:55:40.413832
TXN900007671,ACC5000166,2024-12-24,17:36:00,2024-12-24 17:36:00,DEPOSIT,78.64,Transfer Received,,,,Online,Completed,Online,REF998306809,Income,False,2025-12-07 14:55:41.934380
TXN900001702,ACC5000040,2024-12-24,17:51:00,2024-12-24 17:51:00,DEPOSIT,707.89,Transfer Received,,,,ATM,Completed,"Combsland, AR",REF700255667,Income,False,2025-12-07 14:55:40.639589
TXN900002912,ACC5000068,2024-12-24,18:09:00,2024-12-24 18:09:00,DEPOSIT,773.32,Transfer Received,,,,Mobile,Completed,Online,REF401141657,Income,False,2025-12-07 14:55:40.904704
TXN900010407,ACC5000232,2024-12-24,18:46:00,2024-12-24 18:46:00,DEPOSIT,734.82,Dividend,,,,ATM,Completed,"Lopezmouth, MI",REF366594153,Income,False,2025-12-07 14:55:42.516962
TXN900000321,ACC5000005,2024-12-24,18:47:00,2024-12-24 18:47:00,DEPOSIT,1002.63,Cash Deposit,,,,ATM,Completed,"New Lisaberg, MI",REF464549612,Income,False,2025-12-07 14:55:40.329716
TXN900000743,ACC5000014,2024-12-24,19:00:00,2024-12-24 19:00:00,PAYMENT,89.78,Insurance,George and Sons,Retail,MER49110,Online,Completed,Online,REF709844411,Expense,False,2025-12-07 14:55:40.424410
TXN900007005,ACC5000156,2024-12-24,19:08:00,2024-12-24 19:08:00,WITHDRAWAL,13.81,Cash Withdrawal,Bass LLC,Travel,MER46014,Online,Completed,"South Jonathanland, OR",REF386746273,Cash,False,2025-12-07 14:55:41.794221
TXN900009759,ACC5000220,2024-12-24,19:11:00,2024-12-24 19:11:00,WITHDRAWAL,98.57,Cash Withdrawal,Vega-Thomas,Insurance,MER39348,Mobile,Completed,"East Sheila, TX",REF775571436,Cash,False,2025-12-07 14:55:42.377647
TXN900006708,ACC5000145,2024-12-24,19:11:00,2024-12-24 19:11:00,DEPOSIT,902.48,Interest Payment,,,,Mobile,Completed,Online,REF382327116,Income,False,2025-12-07 14:55:41.730128
TXN900008060,ACC5000177,2024-12-24,20:12:00,2024-12-24 20:12:00,WITHDRAWAL,389.15,Cash Withdrawal,Winters and Sons,Retail,MER26254,ATM,Completed,Online,REF854698869,Cash,False,2025-12-07 14:55:42.016394
TXN900001535,ACC5000036,2024-12-24,20:38:00,2024-12-24 20:38:00,TRANSFER,1488.92,Peer-to-Peer Transfer,,,,ATM,Completed,"Port Andrew, WV",REF566219118,Transfer,False,2025-12-07 14:55:40.601539
TXN900003337,ACC5000076,2024-12-24,22:10:00,2024-12-24 22:10:00,WITHDRAWAL,32.44,Cash Withdrawal,Guerrero Ltd,Groceries,MER93623,Branch,Completed,"Lake Lindaview, CT",REF756623287,Cash,False,2025-12-07 14:55:40.996585
TXN900005941,ACC5000132,2024-12-25,02:38:00,2024-12-25 02:38:00,PAYMENT,1074.11,Mortgage Payment,Schmidt-Clayton,Groceries,MER46166,ATM,Completed,"Justinfort, WI",REF668613679,Expense,False,2025-12-07 14:55:41.565895
TXN900008939,ACC5000198,2024-12-25,05:01:00,2024-12-25 05:01:00,DEPOSIT,463.21,Cash Deposit,,,,Mobile,Completed,Online,REF537374016,Income,False,2025-12-07 14:55:42.203576
TXN900005814,ACC5000127,2024-12-25,07:56:00,2024-12-25 07:56:00,WITHDRAWAL,128.36,Cash Withdrawal,Burns Group,Restaurant,MER14424,ATM,Completed,Online,REF649065195,Cash,False,2025-12-07 14:55:41.536285
TXN900006004,ACC5000133,2024-12-25,08:05:00,2024-12-25 08:05:00,TRANSFER,740.78,Peer-to-Peer Transfer,,,,Mobile,Completed,"Port Ericshire, AR",REF308136381,Transfer,False,2025-12-07 14:55:41.578651
TXN900002890,ACC5000068,2024-12-25,08:20:00,2024-12-25 08:20:00,DEPOSIT,676.72,Cash Deposit,,,,Mobile,Completed,"Scottfort, AL",REF923594990,Income,False,2025-12-07 14:55:40.900896
TXN900007252,ACC5000159,2024-12-25,08:21:00,2024-12-25 08:21:00,WITHDRAWAL,249.92,Cash Withdrawal,Smith LLC,Insurance,MER56390,Online,Completed,Online,REF990380314,Cash,False,2025-12-07 14:55:41.846676
TXN900002976,ACC5000069,2024-12-25,08:21:00,2024-12-25 08:21:00,WITHDRAWAL,248.02,ATM Withdrawal,Gardner and Sons,Travel,MER35971,Branch,Completed,"Mitchellhaven, PW",REF865469134,Cash,False,2025-12-07 14:55:40.918096
TXN900007757,ACC5000168,2024-12-25,09:09:00,2024-12-25 09:09:00,WITHDRAWAL,1291.52,Teller Withdrawal,Edwards-Blackburn,Transportation,MER41385,ATM,Completed,"Cameronview, MH",REF977875748,Cash,False,2025-12-07 14:55:41.952100
TXN900005024,ACC5000113,2024-12-25,10:04:00,2024-12-25 10:04:00,PAYMENT,219.6,Subscription,"Davis, Davis and Anderson",Transportation,MER79185,ATM,Completed,"Rosalesport, MD",REF880346808,Expense,False,2025-12-07 14:55:41.363291
TXN900009365,ACC5000210,2024-12-25,10:17:00,2024-12-25 10:17:00,DEPOSIT,604.37,Cash Deposit,,,,Phone,Completed,"Johnville, NM",REF649414976,Income,False,2025-12-07 14:55:42.293832
TXN900007065,ACC5000157,2024-12-25,10:29:00,2024-12-25 10:29:00,PAYMENT,103.28,Subscription,Baker-Rogers,Entertainment,MER96008,Mobile,Completed,"Port Brian, WV",REF284974223,Expense,False,2025-12-07 14:55:41.807199
TXN900008213,ACC5000183,2024-12-25,11:26:00,2024-12-25 11:26:00,TRANSFER,369.72,Peer-to-Peer Transfer,,,,Mobile,Completed,"New Jamesbury, GA",REF468908800,Transfer,False,2025-12-07 14:55:42.050986
TXN900009023,ACC5000205,2024-12-25,12:00:00,2024-12-25 12:00:00,INTEREST,7.59,Dividend Payment,,,,Online,Completed,"Smithborough, NM",REF713041404,Income,False,2025-12-07 14:55:42.222702
TXN900008809,ACC5000196,2024-12-25,12:25:00,2024-12-25 12:25:00,TRANSFER,2188.16,Peer-to-Peer Transfer,,,,Branch,Completed,"East James, SD",REF155068529,Transfer,False,2025-12-07 14:55:42.177807
TXN900005461,ACC5000121,2024-12-25,12:26:00,2024-12-25 12:26:00,DEPOSIT,4.94,Cash Deposit,,,,Online,Completed,"Riverabury, KY",REF746116751,Income,False,2025-12-07 14:55:41.458658
TXN900003385,ACC5000077,2024-12-25,13:29:00,2024-12-25 13:29:00,DEPOSIT,1782.11,Salary Deposit,,,,Phone,Completed,"Valentineside, NE",REF764789481,Income,False,2025-12-07 14:55:41.009291
TXN900009263,ACC5000208,2024-12-25,13:53:00,2024-12-25 13:53:00,PAYMENT,209.14,Insurance,Hansen-Huynh,Retail,MER65096,Online,Completed,"Port Susan, SD",REF216527215,Expense,False,2025-12-07 14:55:42.273526
TXN900007974,ACC5000176,2024-12-25,13:58:00,2024-12-25 13:58:00,PAYMENT,246.65,Online Purchase,"Thompson, Mcdaniel and Young",Restaurant,MER68314,ATM,Completed,"Susanside, GA",REF204226974,Expense,False,2025-12-07 14:55:41.997538
TXN900003219,ACC5000074,2024-12-25,14:12:00,2024-12-25 14:12:00,TRANSFER,2629.38,Bill Payment,,,,Branch,Completed,"West Douglasland, NY",REF289642463,Transfer,False,2025-12-07 14:55:40.970678
TXN900010632,ACC5000236,2024-12-25,14:29:00,2024-12-25 14:29:00,TRANSFER,515.27,Fund Transfer,,,,Mobile,Completed,"Jessicatown, AL",REF639382632,Transfer,False,2025-12-07 14:55:42.563203
TXN900005604,ACC5000122,2024-12-25,14:39:00,2024-12-25 14:39:00,TRANSFER,210.93,Account Transfer,,,,Online,Completed,"West Mary, VT",REF791346700,Transfer,False,2025-12-07 14:55:41.490673
TXN900002640,ACC5000064,2024-12-25,15:27:00,2024-12-25 15:27:00,DEPOSIT,316.47,Cash Deposit,,,,Phone,Completed,"Kimberlytown, ID",REF411152157,Income,False,2025-12-07 14:55:40.851156
TXN900009214,ACC5000208,2024-12-25,17:13:00,2024-12-25 17:13:00,TRANSFER,45.33,Wire Transfer,,,,Mobile,Completed,"Rojasfurt, PR",REF498226134,Transfer,False,2025-12-07 14:55:42.263123
TXN900002881,ACC5000068,2024-12-25,17:39:00,2024-12-25 17:39:00,WITHDRAWAL,56.57,Teller Withdrawal,"Hull, Haynes and Garcia",Utilities,MER64346,Phone,Completed,"South Jefferyberg, GA",REF544573290,Cash,False,2025-12-07 14:55:40.899413
TXN900008703,ACC5000194,2024-12-25,18:38:00,2024-12-25 18:38:00,TRANSFER,940.48,Wire Transfer,,,,Online,Completed,"Lake Andrea, AL",REF910152831,Transfer,False,2025-12-07 14:55:42.154645
TXN900009659,ACC5000218,2024-12-25,19:05:00,2024-12-25 19:05:00,PAYMENT,530.13,Online Purchase,Dixon-Romero,Entertainment,MER48408,Mobile,Completed,"Tinahaven, LA",REF776309194,Expense,False,2025-12-07 14:55:42.356295
TXN900003268,ACC5000075,2024-12-25,19:44:00,2024-12-25 19:44:00,PAYMENT,169.44,Online Purchase,Gentry Inc,Restaurant,MER58487,ATM,Completed,Online,REF694217027,Expense,False,2025-12-07 14:55:40.980871
TXN900002132,ACC5000051,2024-12-25,20:23:00,2024-12-25 20:23:00,PAYMENT,50.63,Online Purchase,"Mccormick, Santos and Kelly",Education,MER40673,Online,Completed,"Hudsontown, MP",REF145965208,Expense,False,2025-12-07 14:55:40.737896
TXN900006477,ACC5000141,2024-12-25,21:11:00,2024-12-25 21:11:00,DEPOSIT,1205.35,Transfer Received,,,,Online,Completed,"Seanview, MA",REF253756136,Income,False,2025-12-07 14:55:41.678515
TXN900000779,ACC5000016,2024-12-25,21:14:00,2024-12-25 21:14:00,DEPOSIT,277.48,Cash Deposit,,,,Mobile,Completed,"South Samuelland, DE",REF243418388,Income,False,2025-12-07 14:55:40.432396
TXN900007397,ACC5000161,2024-12-25,21:36:00,2024-12-25 21:36:00,DEPOSIT,192.17,Dividend,,,,ATM,Completed,"Richardside, WI",REF109957827,Income,False,2025-12-07 14:55:41.877590
TXN900005073,ACC5000114,2024-12-25,22:58:00,2024-12-25 22:58:00,DEPOSIT,2337.69,Check Deposit,,,,Online,Completed,Online,REF953866157,Income,False,2025-12-07 14:55:41.374992
TXN900003577,ACC5000081,2024-12-25,23:14:00,2024-12-25 23:14:00,WITHDRAWAL,222.96,Cash Withdrawal,Williams Group,Online Retail,MER50295,Mobile,Completed,"Susanborough, ME",REF234587291,Cash,False,2025-12-07 14:55:41.050843
TXN900000901,ACC5000019,2024-12-26,02:23:00,2024-12-26 02:23:00,WITHDRAWAL,853.17,Cash Withdrawal,Alexander Ltd,Insurance,MER51015,Mobile,Completed,Online,REF544454140,Cash,False,2025-12-07 14:55:40.457880
TXN900003896,ACC5000090,2024-12-26,06:13:00,2024-12-26 06:13:00,TRANSFER,817.95,Wire Transfer,,,,Online,Completed,"Stephensside, NM",REF865938642,Transfer,False,2025-12-07 14:55:41.121260
TXN900009314,ACC5000209,2024-12-26,06:46:00,2024-12-26 06:46:00,PAYMENT,63.94,Credit Card Payment,Richardson PLC,Entertainment,MER93080,Online,Completed,Online,REF687042874,Expense,False,2025-12-07 14:55:42.283371
TXN900000812,ACC5000017,2024-12-26,07:03:00,2024-12-26 07:03:00,TRANSFER,28.59,Bill Payment,,,,Online,Completed,"Port Melissaborough, LA",REF174108740,Transfer,False,2025-12-07 14:55:40.439598
TXN900003400,ACC5000077,2024-12-26,07:23:00,2024-12-26 07:23:00,WITHDRAWAL,7.75,ATM Withdrawal,Smith-Johnson,Insurance,MER55249,ATM,Completed,"Lindsayport, NC",REF585772239,Cash,False,2025-12-07 14:55:41.012366
TXN900002481,ACC5000059,2024-12-26,07:49:00,2024-12-26 07:49:00,TRANSFER,41.02,Wire Transfer,,,,Online,Completed,Online,REF200889109,Transfer,False,2025-12-07 14:55:40.816183
TXN900003050,ACC5000070,2024-12-26,08:24:00,2024-12-26 08:24:00,WITHDRAWAL,148.6,Teller Withdrawal,Cooper and Sons,Retail,MER67041,Online,Completed,Online,REF685316847,Cash,False,2025-12-07 14:55:40.934088
TXN900010804,ACC5000238,2024-12-26,08:33:00,2024-12-26 08:33:00,TRANSFER,153.89,Account Transfer,,,,Branch,Completed,Online,REF800025600,Transfer,False,2025-12-07 14:55:42.599053
TXN900003421,ACC5000078,2024-12-26,09:01:00,2024-12-26 09:01:00,TRANSFER,903.46,Fund Transfer,,,,ATM,Completed,"Port Christian, OK",REF413013776,Transfer,False,2025-12-07 14:55:41.017492
TXN900002331,ACC5000056,2024-12-26,09:20:00,2024-12-26 09:20:00,WITHDRAWAL,116.73,ATM Withdrawal,Jimenez PLC,Healthcare,MER57395,ATM,Completed,Online,REF757965465,Cash,False,2025-12-07 14:55:40.785567
TXN900002999,ACC5000070,2024-12-26,10:06:00,2024-12-26 10:06:00,WITHDRAWAL,27.83,ATM Withdrawal,"Jordan, Garcia and Yu",Utilities,MER63174,Branch,Completed,"Christopherton, GU",REF977840731,Cash,False,2025-12-07 14:55:40.922909
TXN900000385,ACC5000006,2024-12-26,10:08:00,2024-12-26 10:08:00,WITHDRAWAL,161.47,Cash Withdrawal,Foley Inc,Entertainment,MER97833,Phone,Completed,"Samanthahaven, OH",REF854658900,Cash,False,2025-12-07 14:55:40.344518
TXN900009833,ACC5000221,2024-12-26,10:29:00,2024-12-26 10:29:00,DEPOSIT,2249.63,Salary Deposit,,,,ATM,Completed,"Heatherbury, OR",REF711166848,Income,False,2025-12-07 14:55:42.393185
TXN900005668,ACC5000124,2024-12-26,10:37:00,2024-12-26 10:37:00,PAYMENT,101.41,Insurance,Conway-Phillips,Retail,MER22772,ATM,Completed,"West Jenniferland, ID",REF139176517,Expense,False,2025-12-07 14:55:41.504781
TXN900004493,ACC5000103,2024-12-26,10:44:00,2024-12-26 10:44:00,DEPOSIT,6034.18,Dividend,,,,Online,Completed,"Kimberlytown, WI",REF455564697,Income,False,2025-12-07 14:55:41.249072
TXN900002494,ACC5000059,2024-12-26,11:00:00,2024-12-26 11:00:00,DEPOSIT,1221.06,Dividend,,,,Mobile,Completed,Online,REF279701810,Income,False,2025-12-07 14:55:40.818931
TXN900000702,ACC5000013,2024-12-26,11:18:00,2024-12-26 11:18:00,PAYMENT,303.72,Utility Bill,Hernandez LLC,Education,MER37168,Phone,Completed,"Huberburgh, VT",REF841139461,Expense,False,2025-12-07 14:55:40.415011
TXN900006219,ACC5000136,2024-12-26,11:18:00,2024-12-26 11:18:00,WITHDRAWAL,603.68,Teller Withdrawal,"Martinez, Taylor and Johnson",Entertainment,MER19801,Mobile,Completed,"West Karen, MO",REF673833192,Cash,False,2025-12-07 14:55:41.621632
TXN900000165,ACC5000003,2024-12-26,11:40:00,2024-12-26 11:40:00,WITHDRAWAL,1432.33,Teller Withdrawal,Cruz PLC,Retail,MER70852,Branch,Completed,"Angelhaven, GU",REF852775879,Cash,False,2025-12-07 14:55:40.292955
TXN900010570,ACC5000235,2024-12-26,12:02:00,2024-12-26 12:02:00,WITHDRAWAL,533.94,ATM Withdrawal,Conway-Thomas,Healthcare,MER98581,Mobile,Completed,"Brownstad, WI",REF560889992,Cash,False,2025-12-07 14:55:42.550395
TXN900007539,ACC5000164,2024-12-26,12:02:00,2024-12-26 12:02:00,WITHDRAWAL,33.71,ATM Withdrawal,Morales and Sons,Healthcare,MER60004,ATM,Completed,"Brianville, KY",REF999771426,Cash,False,2025-12-07 14:55:41.908831
TXN900008620,ACC5000191,2024-12-26,12:26:00,2024-12-26 12:26:00,WITHDRAWAL,128.33,ATM Withdrawal,Thompson-Garrett,Gas/Automotive,MER68213,Online,Completed,"Bryanshire, MI",REF575160348,Cash,False,2025-12-07 14:55:42.137354
TXN900003683,ACC5000084,2024-12-26,12:43:00,2024-12-26 12:43:00,TRANSFER,134.35,Account Transfer,,,,Mobile,Completed,"Port Matthewfurt, PA",REF626728039,Transfer,False,2025-12-07 14:55:41.074649
TXN900002376,ACC5000058,2024-12-26,13:24:00,2024-12-26 13:24:00,WITHDRAWAL,290.73,ATM Withdrawal,Bell and Sons,Gas/Automotive,MER90434,Online,Completed,"South Normanport, NY",REF407652347,Cash,False,2025-12-07 14:55:40.795231
TXN900010471,ACC5000233,2024-12-26,13:30:00,2024-12-26 13:30:00,FEE,-5.0,Late Fee,,,,Branch,Completed,"Port Laura, CA",REF184402899,Bank Fees,False,2025-12-07 14:55:42.529262
TXN900003022,ACC5000070,2024-12-26,13:43:00,2024-12-26 13:43:00,TRANSFER,93.91,Bill Payment,,,,Branch,Completed,"East Haleymouth, NJ",REF974097480,Transfer,False,2025-12-07 14:55:40.927973
TXN900003176,ACC5000073,2024-12-26,13:57:00,2024-12-26 13:57:00,WITHDRAWAL,511.51,Cash Withdrawal,"Cook, Young and Leon",Gas/Automotive,MER97500,ATM,Completed,"Port Michaelfurt, ME",REF926652901,Cash,False,2025-12-07 14:55:40.961468
TXN900005634,ACC5000124,2024-12-26,14:17:00,2024-12-26 14:17:00,WITHDRAWAL,13.53,Teller Withdrawal,Odonnell-Wyatt,Groceries,MER43039,Mobile,Completed,Online,REF782564037,Cash,False,2025-12-07 14:55:41.498215
TXN900009657,ACC5000218,2024-12-26,14:33:00,2024-12-26 14:33:00,PAYMENT,51.18,Subscription,Wilkerson Inc,Healthcare,MER17338,Online,Completed,"Garciaburgh, PW",REF757202600,Expense,False,2025-12-07 14:55:42.355836
TXN900004102,ACC5000094,2024-12-26,14:38:00,2024-12-26 14:38:00,PAYMENT,198.99,Mortgage Payment,Juarez-Cole,Gas/Automotive,MER74511,ATM,Completed,"Clintontown, PA",REF208344550,Expense,False,2025-12-07 14:55:41.166450
TXN900005837,ACC5000127,2024-12-26,14:43:00,2024-12-26 14:43:00,DEPOSIT,740.27,Interest Payment,,,,ATM,Completed,"Pachecoview, VT",REF911964858,Income,False,2025-12-07 14:55:41.541205
TXN900006598,ACC5000143,2024-12-26,14:49:00,2024-12-26 14:49:00,TRANSFER,703.54,Wire Transfer,,,,ATM,Completed,"East Laurenbury, KS",REF838809575,Transfer,False,2025-12-07 14:55:41.705945
TXN900009352,ACC5000210,2024-12-26,15:01:00,2024-12-26 15:01:00,TRANSFER,419.24,Account Transfer,,,,ATM,Completed,"West Sandrashire, NJ",REF147401848,Transfer,False,2025-12-07 14:55:42.291621
TXN900002982,ACC5000069,2024-12-26,15:05:00,2024-12-26 15:05:00,DEPOSIT,2935.83,Transfer Received,,,,Online,Completed,"Danaland, MN",REF972792130,Income,False,2025-12-07 14:55:40.918914
TXN900001002,ACC5000021,2024-12-26,15:05:00,2024-12-26 15:05:00,PAYMENT,388.4,Online Purchase,"Wright, Murphy and Aguilar",Groceries,MER34561,Branch,Completed,"Shawnberg, VT",REF562760731,Expense,False,2025-12-07 14:55:40.482081
TXN900005560,ACC5000122,2024-12-26,15:29:00,2024-12-26 15:29:00,TRANSFER,243.71,Peer-to-Peer Transfer,,,,Mobile,Completed,Online,REF184560232,Transfer,False,2025-12-07 14:55:41.479757
